id,date,title,content,category,elabid,rating,url,metadata
,2022-10-12,Time-resolved structural analysis of an RNA-cleaving DNA catalyst,"



 Title

Time-resolved structural analysis of an RNA-cleaving DNA catalyst


Authors
Borggräfe, J., Victor, J., Rosenbach, H., Viegas, A., Gertzen, C.G.W., Wuebben, C., Kovacs, H., Gopalswamy, M., Riesner, D., Steger, G., Schiemann, O., Gohlke, H., Span, I., Etzkorn, M.,


Journal
Nature 2021, 601, 144-149


Status
published


DOI

10.1038/s41586-021-04225-4




Mandatory tags: 1_Lab, 2_System, 3_Methods
Mandatory linked items: System, Study, Project (if it's possible)
Then go to Experiments and add related Experiments",Publication,,0,,
